,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE
5428,Chrompet,750,2007-06-23,85,1,1,2,Normal Sale,0,1970-02-07,Others,NoSeWa,Gravel,RM,8287250
5429,Chrompet,1262,2008-01-21,82,2,1,4,AdjLand,1,1970-01-30,Others,AllPub,NoAccess,RL,10381640
5430,Anna Nagar,1700,2008-07-21,111,1,1,4,Normal Sale,1,1974-07-30,Others,AllPub,NoAccess,RH,12556130
5431,Anna Nagar,1605,2008-04-09,8,1,1,4,AdjLand,1,1999-07-09,Commercial,AllPub,NoAccess,RM,19978530
5432,Chrompet,1192,2008-12-24,60,1,1,3,Partial,0,1988-12-29,House,NoSewr,NoAccess,RH,7363600
5433,Chrompet,1199,2009-03-29,56,1,1,3,Partial,0,1969-08-04,House,AllPub,NoAccess,RL,7759200
5434,Chrompet,980,2009-07-16,94,1,1,3,Normal Sale,0,1995-07-20,Others,NoSeWa,Gravel,RL,9160100
5435,Velachery,1539,2008-01-07,47,2,1,4,AdjLand,1,1965-12-07,Commercial,NoSewr,Paved,RM,15053510
5436,Chrompet,824,2007-03-23,0,1,1,3,AdjLand,1,1988-03-27,Commercial,AllPub,Gravel,RL,12555850
5437,Chrompet,1124,2012-05-07,95,1,1,3,Family,1,1994-10-07,House,ELO,NoAccess,RL,8744300
5438,Karapakkam,1397,2010-09-14,38,2,2,4,AdjLand,0,2002-09-16,Commercial,ELO,Gravel,RL,12212000
5439,KK Nagar,1419,2008-12-14,39,2,1,4,Normal Sale,0,1991-12-19,House,NoSeWa,Gravel,RL,8975540
5440,Karapakkam,1214,2011-01-05,60,1,1,3,Partial,0,1988-06-05,Others,NoSeWa,Gravel,C,6152500
5441,KK Nagar,1512,2011-07-30,108,2,1,4,Family,0,2006-07-31,Others,AllPub,Gravel,RM,10831740
5442,Karapakkam,574,2010-07-21,175,1,1,2,AbNormal,0,2002-07-23,Others,ELO,Paved,I,4626250
5443,Karapakkam,1446,2010-11-23,24,2,2,4,Normal Sale,0,2005-11-24,Commercial,NoSeWa,Paved,C,9942750
5444,Chrompet,1138,2007-02-24,150,1,1,3,AbNormal,1,1999-02-26,Commercial,AllPub,NoAccess,RH,13038800
5445,T Nagar,1773,2009-06-02,166,1,1,4,AdjLand,1,1974-02-15,Commercial,NoSeWa,NoAccess,RH,19467250
5446,Chrompet,879,2012-12-11,19,1,1,3,Family,0,1990-11-18,House,AllPub,NoAccess,RL,7056300
5447,Velachery,1744,2004-07-02,69,2,1,4,AbNormal,1,1955-02-19,Others,NoSewr,Gravel,RM,11948330
5448,KK Nagar,1751,2011-08-08,197,2,1,4,AbNormal,1,1981-08-15,House,NoSeWa,Gravel,RL,10660400
5449,Karapakkam,1541,2011-10-31,192,2,2,4,Normal Sale,1,1988-05-11,House,ELO,NoAccess,RL,8361750
5450,Karapakkam,1625,2010-07-14,115,2,2,4,Partial,1,1988-07-19,Commercial,NoSewr,Paved,RL,13175500
5451,Karapakkam,675,2010-07-09,131,1,1,2,AdjLand,1,1980-09-14,Commercial,ELO,Paved,A,6031500
5452,Karapakkam,543,2010-06-28,112,1,1,2,Partial,1,1981-05-07,Commercial,AllPub,Gravel,RH,7478750
5453,Karapakkam,1087,2010-06-27,132,1,1,3,AbNormal,1,1982-04-07,Commercial,NoSeWa,NoAccess,RL,9780000
5454,Chrompet,1083,2013-01-28,163,1,1,3,Partial,1,1988-04-02,House,AllPub,Paved,RH,8614150
5455,KK Nagar,2451,2008-11-03,57,4,2,6,AbNormal,0,1978-03-19,Others,NoSeWa,Paved,RM,12952820
5456,T Nagar,1562,2007-01-14,3,1,1,4,Normal Sale,1,1997-01-16,House,NoSeWa,NoAccess,RL,11938300
5457,KK Nagar,1600,2010-12-29,35,2,1,4,Normal Sale,1,1993-02-01,Others,AllPub,Paved,RL,10942360
5458,T Nagar,1624,2011-07-13,117,1,1,4,Normal Sale,1,1972-07-22,Commercial,NoSewr,Paved,RM,19722030
5459,Chrompet,1216,2012-05-08,144,2,1,4,Family,0,1977-08-14,Commercial,ELO,Gravel,RL,13534450
5460,KK Nagar,1333,2009-12-13,78,2,1,4,AdjLand,1,1995-12-17,House,NoSeWa,Gravel,RM,10707680
5461,KK Nagar,1564,2010-01-25,49,2,1,4,AbNormal,0,1997-01-28,House,NoSeWa,Paved,RM,9497460
5462,KK Nagar,1366,2011-11-24,195,2,1,4,Partial,0,1982-01-12,House,NoSeWa,Gravel,RH,7575380
5463,Adyar,1277,2006-10-12,30,2,2,4,Partial,1,1968-12-19,House,NoSewr,Paved,C,8379570
5464,Karapakkam,1245,2011-08-27,38,1,1,3,Partial,0,1989-01-09,Commercial,AllPub,Gravel,A,8458500
5465,Karapakkam,1314,2012-01-23,199,1,1,3,Family,0,1982-01-30,Others,ELO,NoAccess,RM,7625250
5466,Chrompet,967,2013-11-08,56,1,1,3,Partial,0,1998-08-15,Commercial,AllPub,Paved,RL,11709450
5467,Karapakkam,1511,2011-12-06,88,2,2,4,Normal Sale,0,1962-06-24,House,AllPub,NoAccess,RL,7032250
5468,Karapakkam,1067,2011-01-24,75,1,1,3,AdjLand,0,1984-01-31,House,AllPub,Paved,RM,7756750
5469,Chrompet,1005,2008-03-08,21,1,1,3,Family,1,2000-05-08,Others,AllPub,Paved,RM,10516450
5470,Karapakkam,1148,2012-01-25,156,1,1,3,AdjLand,1,1966-05-02,Commercial,NoSeWa,Gravel,RM,11832500
5471,Velachery,1501,2011-10-24,117,2,1,4,Family,1,1999-10-27,Others,NoSewr,NoAccess,C,8170290
5472,KK Nagar,1559,2011-07-15,139,2,1,4,Partial,0,1990-07-20,Commercial,NoSeWa,Gravel,RM,13940820
5473,Anna Nagar,1942,2007-12-09,130,2,1,5,Partial,0,1969-09-21,Commercial,ELO,NoAccess,RM,20387660
5474,T Nagar,1536,2013-03-20,6,1,1,4,Family,0,1992-03-25,House,NoSewr,NoAccess,RM,11088470
5475,Velachery,1833,2006-12-22,89,3,2,5,AbNormal,1,1963-02-01,Others,NoSeWa,NoAccess,C,8865880
5476,Chrompet,831,2008-05-22,187,1,1,3,Normal Sale,0,1994-05-26,House,ELO,NoAccess,RH,6243300
5477,Anna Nagar,1785,2013-07-05,162,1,1,4,AbNormal,1,2007-09-05,Others,NoSeWa,Gravel,RL,14956820
5478,Chrompet,935,2014-07-16,108,1,1,3,Family,1,1997-07-20,Others,NoSeWa,Gravel,RL,9717300
5479,KK Nagar,2409,2009-10-10,115,4,2,6,Family,0,1997-10-13,House,NoSeWa,Gravel,RL,11834440
5480,Velachery,1760,2010-05-27,56,2,1,4,Normal Sale,1,1955-10-06,House,ELO,Paved,RL,9929000
5481,T Nagar,1920,2014-03-16,86,2,1,5,AbNormal,1,1972-03-26,House,NoSeWa,Paved,RM,14047140
5482,Karapakkam,1352,2009-04-11,51,2,2,4,Normal Sale,0,1964-11-15,House,NoSeWa,NoAccess,RM,7180750
5483,Chrompet,708,2013-12-30,186,1,1,2,Normal Sale,1,1991-05-01,Others,AllPub,Gravel,RM,9522210
5484,Velachery,1798,2007-03-17,74,2,1,4,AbNormal,0,1986-03-22,Others,AllPub,NoAccess,A,7730470
5485,Chrompet,901,2008-07-29,163,1,1,3,AdjLand,0,1975-07-08,Others,NoSewr,Paved,RM,9000320
5486,Chrompet,1270,2009-05-26,189,2,1,4,Partial,1,1974-04-06,Commercial,NoSewr,NoAccess,RH,13399250
5487,Chrompet,802,2007-03-13,163,1,1,3,Normal Sale,1,2000-03-14,House,ELO,NoAccess,RH,7320850
5488,Chrompet,1094,2014-12-09,112,1,1,3,Normal Sale,0,1985-09-19,Commercial,AllPub,Paved,RH,12035150
5489,Karapakkam,666,2009-08-13,147,1,1,2,AdjLand,0,2000-08-15,Others,ELO,Gravel,A,4505500
5490,Velachery,1655,2007-03-29,112,2,1,4,Family,1,1964-08-04,House,ELO,Paved,I,8487410
5491,KK Nagar,1622,2009-07-25,130,2,1,4,AbNormal,0,1984-07-31,Commercial,NoSeWa,Paved,RH,12763700
5492,KK Nagar,2364,2011-10-20,140,4,2,6,Family,0,1989-10-25,Commercial,AllPub,Paved,RM,18543840
5493,Karapakkam,1442,2009-12-22,37,2,2,4,Family,1,1962-03-01,Others,AllPub,Paved,RL,8965750
5494,KK Nagar,1614,2008-03-20,140,2,1,4,Partial,0,1997-03-23,Commercial,NoSewr,Gravel,RH,13378620
5495,Velachery,1567,2009-09-22,175,2,1,4,Normal Sale,0,1974-01-10,Commercial,ELO,Gravel,RH,13199950
5496,Karapakkam,677,2012-03-15,178,1,1,2,Family,1,1965-03-27,Commercial,NoSewr,NoAccess,C,5633250
5497,KK Nagar,2333,2009-12-26,18,4,2,6,AbNormal,1,1989-12-31,Others,NoSewr,Gravel,RM,14416660
5498,Karapakkam,1270,2009-08-22,171,1,1,3,Normal Sale,1,1997-08-25,Commercial,AllPub,NoAccess,C,9422000
5499,Chrompet,1022,2012-10-18,68,1,1,3,Normal Sale,0,1980-10-26,Others,ELO,Paved,RM,9089140
5500,Chrompet,1000,2007-11-01,2,1,1,3,Partial,1,2000-01-13,House,AllPub,Gravel,RL,9681250
5501,KK Nagar,1429,2012-08-01,194,2,1,4,Family,0,1993-12-01,Others,NoSewr,Gravel,RH,8876760
5502,T Nagar,1515,2010-08-08,24,1,1,4,Normal Sale,1,2000-10-08,Commercial,AllPub,Gravel,RM,20003050
5503,Adyar,888,2011-01-14,120,1,1,3,Partial,1,1995-01-18,Commercial,ELO,NoAccess,RM,12334440
5504,Karapakkam,712,2010-04-24,200,1,1,2,Partial,0,1990-04-29,Commercial,AllPub,Paved,RL,7558000
5505,T Nagar,1685,2012-09-15,20,1,1,4,AdjLand,1,1969-09-26,Commercial,NoSewr,Paved,RL,19839060
5506,KK Nagar,1483,2010-11-21,10,2,1,4,AbNormal,0,2003-11-23,Commercial,AllPub,Gravel,RL,13570940
5507,Adyar,990,2011-09-15,191,1,1,3,AbNormal,0,1977-09-23,Commercial,NoSewr,Paved,C,10341610
5508,Karapakkam,1157,2010-12-29,179,1,1,3,AbNormal,0,2000-01-01,Commercial,ELO,NoAccess,A,7007250
5509,Karapakkam,1350,2011-10-04,144,2,2,4,Normal Sale,0,2006-11-04,Commercial,ELO,Paved,I,9967750
5510,KK Nagar,1702,2008-08-11,104,2,1,4,AdjLand,0,1982-11-15,Commercial,NoSeWa,Paved,RM,14721720
5511,T Nagar,1779,2012-10-03,153,1,1,4,AbNormal,1,1976-03-19,Others,NoSeWa,Paved,RL,14052490
5512,Karapakkam,1356,2009-11-21,85,2,2,4,AdjLand,1,1976-11-29,Others,AllPub,Paved,I,8177250
5513,Chrompet,713,2009-10-20,80,1,1,2,AdjLand,0,1986-10-26,Commercial,NoSeWa,Paved,RH,9213250
5514,Adyar,969,2011-10-29,80,1,1,3,Partial,1,1983-05-11,Others,NoSewr,Gravel,RM,10820520
5515,KK Nagar,1324,2008-07-04,144,1,1,3,Normal Sale,1,1990-12-04,House,AllPub,Gravel,RH,9187560
5516,Chrompet,1156,2014-10-11,93,1,1,3,Family,0,1992-11-15,Commercial,NoSeWa,Gravel,RM,14124700
5517,Karapakkam,1327,2010-07-14,124,1,1,3,Normal Sale,1,1990-07-19,Commercial,NoSeWa,Gravel,A,9886000
5518,Karapakkam,1117,2009-10-29,89,1,1,3,Partial,0,1966-09-11,Commercial,ELO,Paved,RM,9500250
5519,Chrompet,1284,2012-11-12,108,2,1,4,Family,0,2002-12-14,Commercial,NoSeWa,Gravel,RL,14704500
5520,Anna Nagar,1983,2012-09-24,0,2,1,5,AdjLand,1,1977-03-10,House,NoSeWa,Gravel,RM,15237150
5521,Chrompet,1264,2013-01-18,145,2,1,4,Family,0,1989-01-24,House,NoSeWa,Paved,RL,8987800
5522,Velachery,1649,2006-11-23,121,2,1,4,Partial,1,1980-11-29,Commercial,NoSeWa,Gravel,A,12990820
5523,Chrompet,1245,2008-03-04,177,2,1,4,AbNormal,1,2004-04-04,House,NoSewr,Paved,RM,11062000
5524,KK Nagar,1422,2009-10-24,117,2,1,4,AdjLand,1,1979-01-11,Commercial,NoSeWa,Paved,RL,13472800
5525,Adyar,634,2011-06-01,185,1,1,2,Partial,0,1978-01-14,Commercial,ELO,Paved,RL,8762095
5526,KK Nagar,2052,2009-04-14,47,3,2,5,Partial,0,1985-04-20,Others,NoSewr,Paved,RH,10357920
5527,Chrompet,984,2009-02-26,51,1,1,3,Partial,0,1970-08-03,Others,AllPub,Gravel,RL,8614330
5528,Anna Nagar,1808,2013-09-06,130,2,1,5,Normal Sale,1,1979-06-18,Others,ELO,NoAccess,RL,13475870
5529,Chrompet,1266,2013-05-23,165,2,1,4,AbNormal,0,2008-05-24,House,AllPub,Paved,RH,9080550
5530,T Nagar,1910,2010-02-19,111,2,1,5,Normal Sale,1,1971-01-03,Commercial,NoSeWa,Paved,RL,21530880
5531,Velachery,1527,2008-10-28,43,2,1,4,Family,1,1983-04-11,Others,ELO,Gravel,C,8920800
5532,Adyar,1124,2008-05-01,180,1,1,3,AbNormal,0,1989-09-01,House,AllPub,Gravel,C,7870685
5533,Velachery,1654,2011-01-23,8,2,1,4,AdjLand,1,1998-01-26,Others,NoSeWa,Paved,I,10246160
5534,Velachery,1722,2005-02-01,34,2,1,4,Family,1,1980-09-01,Commercial,NoSewr,Paved,A,13217550
5535,Chrompet,833,2006-11-29,194,1,1,3,Normal Sale,1,1970-08-12,Commercial,ELO,NoAccess,RM,11265800
5536,Karapakkam,529,2011-06-06,6,1,1,2,AbNormal,1,1970-06-16,Others,ELO,Gravel,A,4168625
5537,Karapakkam,1640,2009-11-23,3,2,2,4,AbNormal,0,1988-11-28,Commercial,ELO,Gravel,C,11001750
5538,Adyar,1271,2011-03-15,95,2,2,4,AbNormal,0,1999-03-18,Others,NoSeWa,Gravel,C,9226180
5539,Velachery,1628,2007-01-17,2,2,1,4,AdjLand,0,1982-01-23,House,AllPub,NoAccess,C,7195550
5540,T Nagar,1553,2013-02-28,139,1,1,4,Normal Sale,1,1997-04-03,Commercial,AllPub,Paved,RH,18365420
5541,Karapakkam,633,2011-07-30,10,1,1,2,Normal Sale,0,1963-11-08,Commercial,NoSewr,NoAccess,RH,5648000
5542,Chrompet,796,2007-11-11,148,1,1,2,Normal Sale,1,1991-11-15,Others,AllPub,Paved,RL,8992520
5543,Velachery,1794,2006-10-29,158,2,1,4,AdjLand,0,1977-05-11,Others,ELO,Gravel,RH,10485480
5544,Velachery,1726,2006-01-12,29,2,1,4,AbNormal,1,1988-05-12,House,ELO,NoAccess,C,8001610
5545,Velachery,1644,2009-08-01,70,2,1,4,Normal Sale,1,1979-01-16,House,AllPub,NoAccess,RM,10138550
5546,KK Nagar,2471,2011-04-27,15,4,2,6,AdjLand,0,1989-02-05,House,AllPub,Gravel,RL,12529240
5547,Karapakkam,1122,2011-10-25,199,1,1,3,Family,1,1995-10-29,Others,ELO,Paved,RM,8904750
5548,Anna Nagar,1906,2014-12-05,46,2,1,5,Partial,1,1997-05-16,Others,NoSewr,Gravel,RH,14737720
5549,KK Nagar,1420,2012-11-02,161,2,1,4,Normal Sale,0,1992-02-16,Commercial,AllPub,Gravel,RM,13798400
5550,Velachery,1755,2006-12-27,78,2,1,4,AdjLand,1,1991-12-31,Commercial,AllPub,Gravel,A,14615700
5551,Velachery,1686,2008-10-12,177,2,1,4,Partial,0,1982-12-17,Commercial,NoSewr,NoAccess,RL,13495120
5552,KK Nagar,2053,2010-06-24,53,3,2,5,Normal Sale,0,1993-06-28,Others,AllPub,Paved,RM,12034000
5553,Anna Nagar,1772,2011-03-19,57,1,1,4,AdjLand,0,1984-03-25,Commercial,ELO,Paved,RM,20334690
5554,Chrompet,918,2010-03-05,189,1,1,3,Partial,0,2000-05-05,Commercial,AllPub,Paved,RH,10781300
5555,Chrompet,861,2007-01-29,148,1,1,3,AbNormal,1,2002-01-30,House,AllPub,Gravel,RL,9512550
5556,Karapakkam,1091,2011-08-13,31,1,1,3,AdjLand,0,1977-08-21,Commercial,NoSeWa,Gravel,I,8994500
5557,Chrompet,1093,2011-06-21,53,1,1,3,Partial,1,1977-06-29,House,ELO,Gravel,RL,9354900
5558,Velachery,1860,2004-01-02,57,3,2,5,Partial,1,1997-02-02,Commercial,NoSewr,Gravel,A,14830590
5559,Velachery,1908,2007-04-09,187,3,2,5,Partial,0,1954-09-17,Others,NoSewr,Gravel,RH,10195310
5560,Velachery,1555,2011-11-11,59,2,1,4,Normal Sale,0,1985-11-17,Commercial,AllPub,NoAccess,RL,13027020
5561,Chrompet,1139,2007-08-05,180,1,1,3,Family,0,1992-11-05,Others,ELO,Paved,RH,8602280
5562,Adyar,982,2008-09-04,151,1,1,3,Partial,1,1985-04-15,House,NoSeWa,NoAccess,C,6515045
5563,Chrompet,875,2013-10-26,55,1,1,3,AbNormal,1,1989-01-11,House,AllPub,Gravel,RM,9749000
5564,Karapakkam,1631,2011-08-21,1,2,2,4,AbNormal,1,1983-08-28,House,ELO,Gravel,RH,9009500
5565,Velachery,1615,2010-11-16,168,2,1,4,Family,1,2001-11-18,Others,ELO,Gravel,RH,10873880
5566,Chrompet,942,2009-08-05,94,1,1,3,AbNormal,0,2004-09-05,House,ELO,NoAccess,RM,8017350
5567,Karapakkam,1537,2011-06-08,146,2,2,4,AdjLand,0,1962-08-18,House,NoSewr,Gravel,RL,8474250
5568,Adyar,961,2008-12-08,111,1,1,3,Normal Sale,0,1972-08-21,Commercial,NoSeWa,Gravel,RL,12505440
5569,Velachery,1901,2005-07-24,93,3,2,5,Partial,1,1995-07-27,House,ELO,Paved,A,8567050
5570,Karapakkam,641,2012-06-02,121,1,1,2,Family,0,2007-07-02,House,AllPub,NoAccess,I,4256250
5571,Velachery,1538,2011-11-13,124,2,1,4,Family,0,1989-11-18,Commercial,NoSewr,NoAccess,C,11133440
5572,Chrompet,1188,2013-05-21,141,1,1,3,Family,1,2008-05-22,House,ELO,NoAccess,RM,9884750
5573,Chrompet,1068,2013-03-19,9,1,1,3,AbNormal,0,2001-03-22,Commercial,ELO,NoAccess,RM,12443800
5574,Chrompet,1034,2007-11-13,170,1,1,3,AbNormal,1,1972-11-21,House,AllPub,Paved,RH,8445450
5575,Adyar,619,2008-06-24,140,1,1,2,Normal Sale,1,1973-03-07,Others,ELO,NoAccess,RL,7387625
5576,T Nagar,1762,2010-03-07,46,1,1,4,AdjLand,0,2004-04-07,Commercial,AllPub,NoAccess,RL,19848170
5577,Chrompet,1100,2007-12-10,142,1,1,3,Partial,1,1999-10-14,House,NoSewr,NoAccess,RH,8224000
5578,Velachery,1860,2008-07-14,29,3,2,5,Normal Sale,1,1953-07-28,Commercial,NoSeWa,NoAccess,C,13473750
5579,Adyar,753,2008-08-12,55,1,1,2,AdjLand,1,1999-11-12,Others,NoSeWa,Gravel,I,8728635
5580,Anna Nagar,1636,2011-12-24,71,1,1,4,Partial,1,1972-03-01,House,NoSewr,Gravel,RH,11781050
5581,KK Nagar,2074,2008-11-20,68,3,2,5,Normal Sale,1,1981-11-27,House,NoSeWa,Gravel,RL,11739740
5582,T Nagar,1533,2010-12-21,107,1,1,4,AdjLand,0,1989-12-26,Others,NoSewr,NoAccess,RM,12613410
5583,Velachery,1530,2011-07-17,115,2,1,4,AdjLand,0,1989-07-22,Commercial,NoSewr,Paved,I,12656590
5584,Chrompet,825,2010-03-02,73,1,1,3,Partial,1,1978-11-02,Commercial,NoSeWa,Gravel,RL,11585000
5585,Velachery,1794,2007-04-24,109,2,1,4,Family,0,1996-04-26,House,ELO,Paved,I,8474920
5586,Karapakkam,1267,2012-03-28,87,1,1,3,Partial,1,1994-02-04,Commercial,NoSewr,NoAccess,C,8965500
5587,KK Nagar,1891,2009-10-14,170,3,2,5,Family,1,1984-10-20,Commercial,AllPub,Gravel,RH,16077100
5588,Anna Nagar,1896,2008-05-12,134,2,1,5,Normal Sale,1,2003-07-12,Commercial,ELO,Gravel,RH,21750600
5589,Chrompet,1223,2010-06-09,161,2,1,4,AbNormal,0,1988-11-09,Others,AllPub,NoAccess,RM,9818010
5590,KK Nagar,1724,2008-08-20,197,2,1,4,Family,1,1990-08-25,Commercial,NoSewr,Gravel,RM,16196760
5591,Adyar,1072,2008-07-20,192,1,1,3,Family,1,1999-07-23,Commercial,ELO,NoAccess,C,11547935
5592,Adyar,634,2008-10-02,191,1,1,2,AdjLand,0,1980-02-17,House,NoSewr,NoAccess,RL,6690720
5593,Velachery,1767,2007-09-21,26,2,1,4,Partial,1,1959-03-10,House,NoSeWa,Gravel,RH,9755310
5594,Chrompet,1273,2014-09-27,86,2,1,4,Partial,0,1976-06-10,Others,NoSewr,Paved,RM,9991510
5595,Karapakkam,1275,2010-03-18,91,1,1,3,Family,1,1992-03-22,Others,NoSeWa,Paved,C,6909125
5596,Karapakkam,1047,2010-04-15,148,1,1,3,AbNormal,1,1978-04-23,Commercial,NoSeWa,NoAccess,A,7065000
5597,Anna Nagar,1597,2008-05-17,187,1,1,4,Partial,1,1987-05-23,House,ELO,Paved,RM,12514070
5598,Karapakkam,1586,2011-03-19,100,2,2,4,Normal Sale,1,1987-03-25,Others,NoSeWa,Gravel,RH,9779750
5599,KK Nagar,2327,2008-12-14,183,4,2,6,Family,1,1990-12-19,Commercial,NoSewr,Gravel,RH,18610560
5600,KK Nagar,2008,2008-11-20,23,3,2,5,AdjLand,0,2000-11-22,Commercial,AllPub,Gravel,RH,16478960
5601,KK Nagar,1303,2010-03-24,74,1,1,3,Family,1,1992-03-28,Others,NoSeWa,Gravel,RH,9356020
5602,Adyar,846,2011-09-09,80,1,1,3,Family,0,1987-09-15,Others,ELO,NoAccess,C,5576560
5603,Karapakkam,1428,2010-06-02,123,2,2,4,AdjLand,1,1977-02-14,Commercial,AllPub,NoAccess,C,10214750
5604,Chrompet,877,2009-09-30,39,1,1,3,Normal Sale,0,2003-02-10,Commercial,ELO,Paved,RL,11046700
5605,Velachery,1751,2004-02-15,148,2,1,4,AbNormal,1,1968-02-24,House,ELO,Paved,RM,10753720
5606,Anna Nagar,1738,2011-10-02,170,1,1,4,Normal Sale,1,1975-02-19,Commercial,NoSeWa,Paved,RH,19240920
5607,Adyar,985,2009-09-16,73,1,1,3,Partial,1,1989-09-21,House,ELO,Paved,RM,9715800
5608,Adyar,766,2008-08-01,81,1,1,2,AbNormal,1,1988-01-13,House,NoSeWa,Gravel,I,7638500
5609,Karapakkam,1196,2010-10-19,18,1,1,3,Normal Sale,1,1961-10-31,Others,ELO,Gravel,RH,7955250
5610,Chrompet,1128,2009-09-04,141,1,1,3,Family,1,2000-11-04,Others,NoSewr,Gravel,RL,10897710
5611,Chrompet,1092,2010-08-07,179,1,1,3,Partial,0,1979-07-16,Others,ELO,NoAccess,RL,7877290
5612,KK Nagar,1973,2008-08-21,58,3,2,5,Partial,1,1991-08-26,Others,NoSewr,Gravel,RM,12781400
5613,KK Nagar,2447,2011-01-14,113,4,2,6,Normal Sale,1,1986-01-20,Others,NoSeWa,Paved,RL,13572840
5614,Velachery,1736,2010-01-18,164,2,1,4,Normal Sale,0,1965-01-29,Others,NoSeWa,NoAccess,RL,9053300
5615,Velachery,1559,2006-09-09,107,2,1,4,AdjLand,1,1958-09-21,Commercial,AllPub,Paved,C,12999460
5616,Anna Nagar,1708,2011-02-28,76,1,1,4,AdjLand,1,1996-03-03,House,NoSeWa,Paved,RH,12590750
5617,Karapakkam,517,2012-01-18,13,1,1,2,Family,0,1972-01-28,Commercial,NoSewr,Paved,RM,6830000
5618,Karapakkam,1403,2011-01-26,144,2,2,4,AbNormal,0,1999-01-29,Commercial,NoSewr,Gravel,RL,11971000
5619,Karapakkam,1085,2011-03-25,84,1,1,3,Family,1,1994-03-29,Commercial,ELO,Paved,RH,9832750
5620,Karapakkam,510,2011-11-09,39,1,1,2,AdjLand,0,1988-09-16,Others,NoSeWa,Paved,RM,6249500
5621,Chrompet,1291,2008-10-20,0,2,1,4,Partial,0,1971-10-30,Others,NoSeWa,Paved,RL,9302420
5622,Velachery,1961,2005-02-17,34,3,2,5,AbNormal,1,1952-02-03,Commercial,NoSewr,Gravel,I,15931810
5623,Adyar,766,2009-07-30,179,1,1,2,Partial,0,1999-02-08,Commercial,AllPub,Paved,RL,10605950
5624,Adyar,1169,2007-11-13,145,1,1,3,AbNormal,1,1967-11-23,Commercial,NoSewr,Gravel,RL,15089800
5625,Karapakkam,1401,2011-12-20,77,2,2,4,Partial,1,2002-12-22,House,NoSewr,Gravel,RH,8802250
5626,Chrompet,946,2009-02-26,47,1,1,3,AbNormal,0,2002-02-28,Commercial,NoSewr,Paved,RL,11659850
5627,Adyar,829,2011-05-07,144,1,1,3,AdjLand,1,1973-07-14,Others,ELO,NoAccess,RL,8713470
5628,KK Nagar,2276,2009-04-23,30,4,2,6,Family,0,1994-04-27,Commercial,NoSewr,Paved,RL,17426900
5629,T Nagar,1861,2009-08-13,132,2,1,5,AbNormal,0,1995-08-17,Others,ELO,Paved,RM,14480160
5630,Velachery,1616,2007-06-14,67,2,1,4,AbNormal,1,1956-06-26,House,ELO,Paved,RH,8860120
5631,Karapakkam,1505,2011-10-27,7,2,2,4,AdjLand,0,1996-10-30,House,NoSewr,NoAccess,RM,8461750
5632,Karapakkam,1072,2012-02-26,67,1,1,3,Family,1,1972-07-03,House,ELO,NoAccess,RL,6677000
5633,Karapakkam,1253,2012-03-02,60,1,1,3,Partial,0,1997-06-02,Others,AllPub,Gravel,RM,8967625
5634,Velachery,1859,2010-04-14,184,3,2,5,AdjLand,0,1988-04-19,House,NoSeWa,Gravel,RM,11347040
5635,Velachery,1805,2006-01-29,81,3,2,5,AbNormal,0,1964-09-02,Commercial,NoSeWa,NoAccess,RH,13461540
5636,Chrompet,1274,2006-10-20,195,2,1,4,Partial,0,2000-10-21,Others,AllPub,Gravel,RM,11289880
5637,T Nagar,1709,2007-01-03,140,1,1,4,AbNormal,0,1989-05-03,Commercial,AllPub,Paved,RM,19959060
5638,Anna Nagar,1909,2013-06-22,151,2,1,5,Partial,0,2004-06-24,House,NoSewr,Paved,RM,13381530
5639,Velachery,1591,2011-08-14,154,2,1,4,Partial,0,1973-08-23,Commercial,ELO,Gravel,RL,13522410
5640,Velachery,1674,2008-06-03,103,2,1,4,AbNormal,1,1990-11-03,Commercial,NoSewr,Paved,I,14376860
5641,Anna Nagar,1730,2013-06-21,138,1,1,4,Family,0,1997-06-25,Others,ELO,Gravel,RM,13937920
5642,Karapakkam,838,2011-09-22,132,1,1,2,AbNormal,1,1989-09-27,Others,NoSeWa,Gravel,A,5448750
5643,Velachery,1718,2007-04-25,2,2,1,4,Normal Sale,1,1996-04-27,Commercial,NoSeWa,Gravel,RL,16246070
5644,Velachery,1863,2008-02-01,21,3,2,5,Family,1,1960-01-14,Others,ELO,Paved,RL,11077460
5645,Chrompet,746,2008-07-06,128,1,1,2,AdjLand,1,1989-12-06,House,NoSeWa,Paved,RM,8834250
5646,Chrompet,940,2010-06-28,106,1,1,3,AdjLand,0,1994-02-07,House,NoSewr,Gravel,RM,9446200
5647,T Nagar,1569,2011-01-25,97,1,1,4,Partial,0,1999-01-28,Others,AllPub,Gravel,RH,12196510
5648,KK Nagar,2219,2010-02-08,94,3,2,5,Partial,1,2002-04-08,House,NoSewr,Gravel,RL,12382360
5649,Karapakkam,843,2011-06-19,73,1,1,2,AdjLand,0,1999-06-22,Others,NoSeWa,Gravel,A,5016625
5650,T Nagar,1779,2010-09-06,44,1,1,4,Family,0,1990-06-14,Others,ELO,NoAccess,RM,13081220
5651,Karapakkam,543,2010-07-14,59,1,1,2,AdjLand,0,2000-07-16,Commercial,AllPub,NoAccess,A,4521500
